solar_irradiance_wm2,wind_speed_ms,ambient_temp_c,humidity_pct,panel_temp_c,inverter_efficiency,load_demand_kw,grid_voltage_kv,battery_soc_pct,tariff_rate_usd_kwh,grid_stress_event
647.57,7.79,17.35,74.99,34.72,0.99,314.64,11.81,52.67,0.16,1
549.54,4.2,19.05,62.6,35.46,0.99,484.31,13.02,60.62,0.15,1
318.07,6.4,25.33,54.41,35.33,0.99,362.07,14.43,21.74,0.12,0
973.97,9.68,24.56,42.51,50.27,0.98,366.25,13.62,43.05,0.14,0
410.56,11.09,22.41,63.03,34.23,0.99,321.16,13.06,72.47,0.12,0
906.25,7.95,19.3,49.65,41.63,0.98,381.87,12.84,56.07,0.14,1
672.54,8.69,17.41,81.96,36.29,0.98,370.98,13.49,54.87,0.17,0
460.43,1.63,24.69,52.54,35.64,0.99,261.0,13.06,45.29,0.14,0
757.4,6.4,17.3,63.59,35.91,0.99,229.57,13.79,59.73,0.09,0
500.31,4.98,31.02,69.73,41.34,0.99,346.45,13.11,23.82,0.12,1
493.03,7.09,27.27,57.23,40.88,0.98,443.16,13.0,68.88,0.12,1
623.01,8.67,36.33,44.69,52.83,0.97,460.45,11.96,65.6,0.19,1
584.07,3.76,26.6,61.01,41.16,0.98,283.51,12.7,76.68,0.16,0
478.55,8.84,27.87,44.37,40.91,0.99,455.44,13.5,83.39,0.21,0
661.59,3.95,25.6,47.86,43.21,0.98,394.06,14.28,74.09,0.16,0
739.33,1.49,25.41,49.97,42.24,0.98,516.32,12.91,48.99,0.14,1
831.37,8.78,28.05,61.79,51.54,0.98,357.28,13.08,42.98,0.14,1
486.24,10.44,23.16,66.04,35.59,0.97,580.67,13.64,59.13,0.18,1
599.89,9.89,35.35,85.81,50.97,0.98,375.19,13.58,80.33,0.15,0
410.98,5.13,27.26,53.73,39.59,0.98,405.64,13.61,55.49,0.16,0
872.84,7.79,25.66,66.7,46.34,0.98,257.79,13.28,66.44,0.14,0
869.4,2.97,10.4,45.45,31.09,0.99,456.68,13.24,58.58,0.16,1
